TIME_PERIOD,value
2014-02-17,1.932889819748488
2014-02-18,1.9203570494749025
2014-02-19,1.9031235163909652
2014-02-20,1.9299264254268456
2014-02-21,1.911847509768151
2014-02-24,1.932414266572429
2014-02-25,1.904460210765457
2014-02-26,1.8614862295483663
2014-02-27,1.805590718081981
2014-02-28,1.880141761770952
2014-03-03,1.817980950704956
2014-03-04,1.8380411734413995
2014-03-05,1.852389886416388
2014-03-06,1.8917862025604928
2014-03-07,1.901123257820924
2014-03-10,1.862491213801806
2014-03-11,1.8954635245252789
2014-03-12,1.8419437170416817
2014-03-13,1.816360916001834
2014-03-14,1.7861076787800627
2014-03-17,1.800762380925789
2014-03-18,1.8136094410044823
2014-03-19,1.8422771446505903
2014-03-20,1.900637883402326
2014-03-21,1.8715373395694133
2014-03-24,1.8368971407169248
2014-03-25,1.822855329258644
2014-03-26,1.8022560977257385
2014-03-27,1.781713600951032
2014-03-28,1.7949424893059929
2014-03-31,1.82211901094795
2014-04-01,1.8265109773435064
2014-04-02,1.8572526399556253
2014-04-03,1.855390566280564
2014-04-04,1.80466909714076
2014-04-07,1.7837502005554835
2014-04-08,1.808494562719976
2014-04-09,1.8251003572158933
2014-04-10,1.7796300300934869
2014-04-11,1.7453720340186871
2014-04-14,1.7516170914933475
2014-04-15,1.7431947785703548
2014-04-16,1.7177186304522696
2014-04-17,1.735096596257491
2014-04-22,1.7711666080674204
2014-04-23,1.7676579229953375
2014-04-24,1.7478380249987344
2014-04-25,1.7176068815134018
2014-04-28,1.7369607909571698
2014-04-29,1.7504005068821034
2014-04-30,1.7207650749501475
2014-05-02,1.70646586395618
2014-05-05,1.6910798723493787
2014-05-06,1.6975652096159577
2014-05-07,1.7221118267258415
2014-05-08,1.6897069650115624
2014-05-09,1.6886336865676128
2014-05-12,1.699017528904287
2014-05-13,1.6639283696397325
2014-05-14,1.6066237220726176
2014-05-15,1.560762808091133
2014-05-16,1.5743479705135952
2014-05-19,1.582525943154632
2014-05-20,1.6088589173728316
2014-05-21,1.631967796496319
2014-05-22,1.597501152231399
2014-05-23,1.601933395486734
2014-05-26,1.5920306952066383
2014-05-27,1.5744188267215682
2014-05-28,1.5268182294777777
2014-05-29,1.5279022335334842
2014-05-30,1.5579182957339173
2014-06-02,1.5566696571781842
2014-06-03,1.6186152888736025
2014-06-04,1.6336505787452884
2014-06-05,1.6325384483376544
2014-06-06,1.524617407080329
2014-06-09,1.538821926369505
2014-06-10,1.5755892318455178
2014-06-11,1.5765670259511655
2014-06-12,1.5825663023934444
2014-06-13,1.569257989507742
2014-06-16,1.539643637068192
2014-06-17,1.582299833104699
2014-06-18,1.5650273238049612
2014-06-19,1.4913509214242833
2014-06-20,1.5371233147902448
2014-06-23,1.507952398029663
2014-06-24,1.5115429945883596
2014-06-25,1.4571361123607467
2014-06-26,1.4272626723159636
2014-06-27,1.438229715174855
2014-06-30,1.4384625015574244
2014-07-01,1.426294507540974
2014-07-02,1.4544865134180691
2014-07-03,1.4796767850486257
2014-07-04,1.4299192745866582
2014-07-07,1.4344417718009286
2014-07-08,1.3952326586079593
2014-07-09,1.3918794648192323
2014-07-10,1.3596561715392097
2014-07-11,1.3674112491775716
2014-07-14,1.3780740160870248
2014-07-15,1.3492298973430534
2014-07-16,1.3558060700718997
2014-07-17,1.330168346418314
2014-07-18,1.3081392119845532
2014-07-21,1.3027795500651491
2014-07-22,1.3250154346632694
2014-07-23,1.2953232851633754
2014-07-24,1.335353888002632
2014-07-25,1.305730563173069
2014-07-28,1.289875814604715
2014-07-29,1.265896764493971
2014-07-30,1.292014354821779
2014-07-31,1.3383150598159546
2014-08-01,1.3161079313859876
2014-08-04,1.2829435166897225
2014-08-05,1.3197571582826706
2014-08-06,1.2585548258860024
2014-08-07,1.2426236631009902
2014-08-08,1.2028518091371714
2014-08-11,1.2128423929446122
2014-08-12,1.217148505269388
2014-08-13,1.205989544001466
2014-08-14,1.1708204779011495
2014-08-15,1.1610304524953188
2014-08-18,1.1776764896112404
2014-08-19,1.1614864090874055
2014-08-20,1.1395832998503463
2014-08-21,1.1385819522363745
2014-08-22,1.1319033945637127
2014-08-25,1.0898974136782744
2014-08-26,1.0776148299754027
2014-08-27,1.0254248367602958
2014-08-28,1.014555724838201
2014-08-29,1.031518088310999
2014-09-01,1.036369343857085
2014-09-02,1.0893376769506116
2014-09-03,1.1108025148485527
2014-09-04,1.1020269731542784
2014-09-05,1.0756352727097385
2014-09-08,1.0685966470249912
2014-09-09,1.1477794352284958
2014-09-10,1.1666263261361085
2014-09-11,1.158128645689871
2014-09-12,1.208048068381892
2014-09-15,1.1743108728672071
2014-09-16,1.186040300732083
2014-09-17,1.1807327268441066
2014-09-18,1.2223096652225136
2014-09-19,1.171464804817071
2014-09-22,1.1427299190927505
2014-09-23,1.134184165371125
2014-09-24,1.1116881672622592
2014-09-25,1.0931487493427516
2014-09-26,1.090567785758111
2014-09-29,1.0716565596591892
2014-09-30,1.0588503966798832
2014-10-01,1.0133252352582742
2014-10-02,1.036362244994086
